Bin Id	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Translation table	# descendant genomes	Lineage: GC mean	Lineage: GC std	Lineage: genome size (Mbp) mean	Lineage: genome size (Mbp) std	Lineage: gene count mean	Lineage: gene count std
bin.276	5	0	UID3199	k__Bacteria;p__Acidobacteria	c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae	67.0220006027	1.977764	2531	0.911679553273	11	16	59.4849084443	3.00051550587	5.63761075	1.51375596036	4810.8125	1191.24720455
bin.277	39	0	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	45.5922119663	1.347195	1462	0.86001358378	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
bin.278	40	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	54.8722290909	0.859781	911	0.914128132629	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.279	24	18	UID3985	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	g__Methyloversatilis;s__Methyloversatilis_universalis	61.3327273149	8.805012	9448	0.899899057491	11	17	65.8987056511	2.46835292806	4.46613729412	0.436763259742	4156.29411765	431.105932758
bin.28	30	3	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	54.3455046901	0.911183	1135	0.892590182214	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
bin.280	8	0	UID2567	k__Bacteria	p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca	48.0614951615	2.038014	2207	0.920519191723	11	437	42.2586454603	6.79030286123	4.14570185126	1.51362052744	3610.01372998	1216.80246458
bin.281	1	39	UID2502	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales	f__Spirochaetaceae	34.1974387205	3.908281	4193	0.906247529285	11	66	38.831279651	10.6533604201	2.51039843939	0.965063485649	2344.34848485	864.558172192
bin.282	7	35	UID2571	k__Bacteria	p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	41.0119355991	11.838283	12340	0.918525938263	11	14	49.3214646142	6.40690458662	2.7543095	0.465463349511	2529.92857143	379.490723449
bin.283	10	0	UID3304	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	unresolved	45.9611273013	1.442915	1758	0.915986042144	11	647	56.2345306302	11.7755932714	4.32205411283	2.09229461022	4168.32457496	2033.07693726
bin.284	39	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	39.0802252741	0.882303	912	0.847918458851	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.285	39	0	UID2308	k__Bacteria;p__Chloroflexi	c__Dehalococcoidetes;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	49.4407582769	1.118747	1119	0.873886589193	11	22	56.0302438448	6.08038244773	3.92836	1.76933331899	3371.90909091	1279.43559677
bin.286	40	0	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	60.3101446697	1.292945	1191	0.876714013357	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
bin.287	42	0	UID2983	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	unresolved	61.6446916607	4.947894	4276	0.89708025273	11	11	53.2536077313	6.59699903983	6.27668727273	1.36762595276	5441.09090909	1274.33379775
bin.288	21	2	UID1	k__Bacteria (root)	k__Bacteria	45.9642233564	0.745123	902	0.871727218191	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
bin.289	0	0	NA	NA	unresolved	49.0075823185	0.282895	487	0.910662966825	11	NA	NA	NA	NA	NA	NA	NA
bin.29	42	0	UID207	k__Bacteria	p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermodesulfobiaceae;g__Thermodesulfobium;s__Thermodesulfobium_narugense	44.4455899855	1.551911	1613	0.957558777533	11	3	33.854856506	0.0886942929174	1.904804	0.0428384824895	1913.0	40.4722126897
bin.290	0	0	NA	NA	unresolved	62.7982407916	0.21828	361	0.907444566612	11	NA	NA	NA	NA	NA	NA	NA
bin.291	40	0	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	46.3533216963	1.16868	1150	0.870348598419	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
bin.292	27	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	53.5041651709	0.676923	843	0.916758626904	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.293	32	4	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	39.7910958341	1.095622	1456	0.911181046018	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
bin.294	1	0	UID2502	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales	f__Brachyspiraceae;g__Brachyspira	38.4428880892	0.341268	353	0.910932170611	11	66	38.831279651	10.6533604201	2.51039843939	0.965063485649	2344.34848485	864.558172192
bin.295	36	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	39.1086400522	0.373103	416	0.925004623388	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.296	0	0	NA	NA	unresolved	43.410902786	0.294195	294	0.93046448784	11	NA	NA	NA	NA	NA	NA	NA
bin.297	19	1	UID2540	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	unresolved	60.4530092686	2.96484	3242	0.924053237274	11	28	44.119640061	5.91094745533	2.70574825	0.725684598615	2524.21428571	642.584811364
bin.298	21	1	UID2986	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	g__Rhodopirellula	64.6612390052	2.151694	2583	0.884212160279	11	8	55.2819402498	2.11687846989	6.901072625	0.991647428042	5958.25	1082.44996998
bin.299	25	4	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	46.2104738175	0.996523	1195	0.930040751694	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
bin.3	7	34	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	55.7813931055	4.820525	5527	0.909086250979	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
bin.30	36	0	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	53.3015116073	1.106372	1190	0.896086488089	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
bin.300	0	38	NA	NA	unresolved	41.7625859239	1.958418	2156	0.93473048144	11	NA	NA	NA	NA	NA	NA	NA
bin.301	8	17	UID2803	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	o__Prolixibacter;f__Prolixibacter;g__Prolixibacter;s__Prolixibacter_bellariivorans	43.1309321789	14.38447	13665	0.896707768865	11	5	43.0463356489	1.51522193902	4.557842	0.468792831839	3826.4	372.683565508
bin.302	6	36	UID1740	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	s__	71.1242689141	10.480642	12793	0.923047175927	11	2	71.5679318008	0.127489084596	4.9272615	0.3664235	4776.5	198.5
bin.303	9	1	UID2535	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae	g__Treponema	59.3229452351	2.494008	3111	0.938299716761	11	33	44.8210271728	5.71870393932	2.85230736364	0.829703588646	2657.39393939	756.636093605
bin.304	21	4	UID1	k__Bacteria (root)	k__Bacteria	44.794298302	1.261098	1530	0.872094000625	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
bin.305	6	11	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	60.4666914038	3.595138	4091	0.93617463363	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
bin.306	36	0	UID2329	k__Bacteria	p__Tenericutes;c__Mollicutes	42.9398333482	0.67446	817	0.905591139578	11	174	29.3511519692	4.74536573391	1.46226449425	0.950537413827	1377.33908046	1002.10203496
bin.307	26	11	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	42.4176085485	1.202734	1415	0.918452459147	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.308	8	34	UID3686	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	f__Bradyrhizobiaceae	64.0850916565	9.050147	11744	0.889394724749	11	60	64.0622054998	1.93036574569	7.22477778333	1.96305331813	6881.78333333	1925.42992681
bin.309	13	5	UID3781	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae	g__Thalassospira	66.483350459	2.230572	2778	0.894946677355	11	13	61.5355437162	5.81829507618	4.42983692308	0.378601577601	4152.0	359.855954088
bin.31	31	1	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	53.684804638	2.360003	2321	0.93990219504	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
bin.310	12	1	UID2616	k__Bacteria;p__Bacteroidetes	c__Bacteroidia;o__Bacteroidales	40.7531071743	3.861708	3661	0.897881455563	11	339	41.2085843471	6.09138086841	3.91522416224	1.35300552133	3422.87610619	1091.16090759
bin.311	17	22	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	42.8100408746	1.324785	1353	0.903274871017	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
bin.312	24	1	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	40.4226356827	0.885964	1104	0.844993701776	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
bin.313	42	0	UID3961	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	o__Gallionellales;f__Gallionellaceae;g__Gallionella;s__Gallionella_capsiferriformans	57.9356360781	2.75092	2772	0.896109301615	11	2	55.1482830719	2.39345939129	3.0830635	0.0794075	3027.5	21.5
bin.314	20	0	UID1	k__Archaea (root)	k__Archaea	38.9071690165	0.672254	836	0.91303584657	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
bin.315	5	33	UID2502	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales	f__Spirochaetaceae	48.6245492031	3.303317	3363	0.881853300788	11	66	38.831279651	10.6533604201	2.51039843939	0.965063485649	2344.34848485	864.558172192
bin.316	38	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	43.4893709496	0.800683	841	0.874352271748	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.317	37	1	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	52.6419184352	5.004829	4204	0.889283130353	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
bin.318	23	20	UID4295	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae	g__Methylobacter;s__Methylobacter_tundripaludum	48.8291409238	10.488837	12080	0.881078998558	11	5	53.0242395255	2.54389767284	4.7044326	0.243697363538	4303.0	236.13809519
bin.319	15	1	UID2983	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	unresolved	45.737113504	1.971657	2152	0.896830432474	11	11	53.2536077313	6.59699903983	6.27668727273	1.36762595276	5441.09090909	1274.33379775
bin.32	34	1	UID2307	k__Bacteria	p__Chloroflexi	71.5864953076	2.921118	2985	0.908762672374	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
bin.320	9	0	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	69.6759028539	1.20396	1474	0.928973553939	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
bin.321	18	24	UID2571	k__Bacteria	p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	46.5542529415	7.705702	7501	0.922892683885	11	14	49.3214646142	6.40690458662	2.7543095	0.465463349511	2529.92857143	379.490723449
bin.322	26	17	UID2567	k__Bacteria	p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca	67.6366846239	7.151792	8028	0.913471616624	11	437	42.2586454603	6.79030286123	4.14570185126	1.51362052744	3610.01372998	1216.80246458
bin.323	13	24	UID2142	k__Bacteria	p__Cyanobacteria	46.6267869588	2.756289	3268	0.92970004234	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
bin.324	0	0	NA	NA	unresolved	45.7490611285	0.243111	282	0.930245854774	11	NA	NA	NA	NA	NA	NA	NA
bin.325	2	0	UID2560	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	unresolved	64.9235736846	1.148361	1466	0.931969998981	11	6	43.6378001222	5.22804217611	3.0482925	0.253113000789	2713.0	174.346398491
bin.326	15	3	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	42.4243437614	0.538257	697	0.915926778472	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
bin.327	24	8	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	39.730058146	0.99577	1251	0.927946212479	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
bin.328	34	0	UID1	k__Archaea (root)	k__Archaea	43.7014375902	1.120208	1346	0.921203026581	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
bin.329	29	0	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	57.0402344939	2.805702	2394	0.905078301259	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
bin.33	0	0	NA	NA	unresolved	47.8774835306	0.38101	467	0.866242355844	11	NA	NA	NA	NA	NA	NA	NA
bin.330	42	1	UID3961	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	o__Gallionellales;f__Gallionellaceae;g__Gallionella;s__Gallionella_capsiferriformans	59.978404692	3.140497	2958	0.904681329102	11	2	55.1482830719	2.39345939129	3.0830635	0.0794075	3027.5	21.5
bin.331	19	2	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	54.9803712968	0.454946	585	0.922971077886	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.332	6	0	UID4295	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae	g__Methylobacter;s__Methylobacter_tundripaludum	45.3373780286	0.432171	438	0.918863135194	11	5	53.0242395255	2.54389767284	4.7044326	0.243697363538	4303.0	236.13809519
bin.333	28	11	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	43.0408679372	1.327838	1570	0.876405103635	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
bin.334	22	11	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	57.8085340627	1.694902	2091	0.889479745732	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.335	30	2	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	41.1663589641	0.40082	500	0.92403572676	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.336	5	3	UID3961	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	o__Gallionellales;f__Gallionellaceae;g__Gallionella;s__Gallionella_capsiferriformans	53.7787811054	4.582086	5470	0.916366039398	11	2	55.1482830719	2.39345939129	3.0830635	0.0794075	3027.5	21.5
bin.337	41	1	UID4389	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	f__Coxiellaceae;g__Coxiella;s__Coxiella_burnetii	39.5798398556	1.48491	1353	0.906908162784	11	23	40.0031856841	3.05021549209	3.19296878261	0.700009613884	2941.52173913	541.426125642
bin.338	27	11	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	41.2869486487	1.400491	1571	0.918561418817	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.339	8	27	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	45.5465655151	1.040287	1380	0.919818280917	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.34	37	0	UID1	k__Bacteria (root)	k__Bacteria	40.7857996715	1.118453	1177	0.935449232109	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
bin.340	31	8	UID2572	k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	f__Ignavibacteriaceae;g__Ignavibacterium;s__Ignavibacterium_album	36.5459128839	4.833665	4884	0.903958383545	11	2	37.6306212631	3.69749696697	3.4797055	0.1792915	3072.5	170.5
bin.341	28	9	UID3217	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile;s__Desulfomonile_tiedjei	50.9575199008	4.182994	4412	0.891894896335	11	62	56.1284551379	8.30705690322	4.24122095161	0.949111478087	3829.01612903	789.75088951
bin.342	11	31	UID3985	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	g__Methyloversatilis;s__Methyloversatilis_universalis	62.8807918301	4.046929	4402	0.922688784508	11	17	65.8987056511	2.46835292806	4.46613729412	0.436763259742	4156.29411765	431.105932758
bin.343	40	3	UID2541	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	unresolved	54.7516233069	5.028008	4910	0.934438250695	11	3	48.7369568478	2.27518511223	3.71829266667	0.34877953331	3345.33333333	295.804364779
bin.344	9	27	UID2329	k__Bacteria	p__Tenericutes;c__Mollicutes	44.6939859491	2.739335	2845	0.852053874389	11	174	29.3511519692	4.74536573391	1.46226449425	0.950537413827	1377.33908046	1002.10203496
bin.345	10	0	UID2502	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales	f__Spirochaetaceae	41.1638667343	1.121039	1073	0.935458980464	11	66	38.831279651	10.6533604201	2.51039843939	0.965063485649	2344.34848485	864.558172192
bin.346	32	2	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	47.1029442713	1.111922	1147	0.837181924631	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.347	28	0	UID4210	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae	g__Nevskia;s__Nevskia_ramosa	59.1144666201	3.601242	3926	0.896501540302	11	5	67.1994886505	1.98331377635	4.4950736	0.381137059136	4095.0	346.148523036
bin.348	35	0	UID2571	k__Bacteria	p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	48.460775257	3.071059	2751	0.915917278046	11	14	49.3214646142	6.40690458662	2.7543095	0.465463349511	2529.92857143	379.490723449
bin.349	33	0	UID1	k__Archaea (root)	k__Archaea	40.7513271121	1.024028	1438	0.911291488123	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
bin.35	14	4	UID3054	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	unresolved	60.1382891974	5.487775	6509	0.901350729576	11	6	56.0758599105	5.99484521161	3.57081066667	2.09209794055	3236.16666667	1514.65963357
bin.350	42	0	UID2803	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	o__Prolixibacter;f__Prolixibacter;g__Prolixibacter;s__Prolixibacter_bellariivorans	47.2293702221	4.203196	3447	0.94142338354	11	5	43.0463356489	1.51522193902	4.557842	0.468792831839	3826.4	372.683565508
bin.351	36	3	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	44.0424708968	1.06002	1173	0.88525405181	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.352	31	3	UID2142	k__Bacteria	p__Cyanobacteria	51.6726519159	1.55382	1908	0.956977642198	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
bin.353	33	1	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	46.8756472837	0.767631	892	0.919891197724	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
bin.354	16	3	UID2048	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae	f__Sporichthyaceae;g__Sporichthya;s__Sporichthya_polymorpha	51.2150189407	2.430744	3040	0.932551103695	11	60	71.6998865119	1.25582636712	7.98090465	1.24974380928	7095.31666667	1101.98101151
bin.355	34	2	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	54.8615802601	0.547682	692	0.925029487915	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
bin.356	12	2	UID2142	k__Bacteria	p__Cyanobacteria	46.7735100229	1.18928	1464	0.882792950357	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
bin.357	28	1	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	45.134432557	1.137894	1195	0.911422329321	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.358	38	2	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	55.5488928119	0.625368	697	0.925395926878	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
bin.359	37	0	UID1	k__Bacteria (root)	k__Bacteria	49.0197576445	0.641372	709	0.919795376162	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
bin.36	43	0	UID1	k__Archaea (root)	k__Archaea	55.9717121488	1.193728	1224	0.920553090821	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
bin.360	37	1	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	46.3342773271	0.927266	1017	0.890681853966	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
bin.361	24	13	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	44.1480464263	1.015114	1204	0.935857450493	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.362	7	0	UID1	k__Archaea (root)	k__Archaea	44.823984705	0.627133	789	0.862743628545	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
bin.363	43	0	UID3047	k__Bacteria	p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis_vadensis	48.3681891306	4.646525	4178	0.892200300224	11	13	57.5577008374	5.62263534464	4.93147930769	2.10484696641	4236.38461538	1609.1957159
bin.364	23	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	43.4405403569	0.382562	398	0.872899033359	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
