Bin Id	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Translation table	# descendant genomes	Lineage: GC mean	Lineage: GC std	Lineage: genome size (Mbp) mean	Lineage: genome size (Mbp) std	Lineage: gene count mean	Lineage: gene count std
maxbinned_coassembly.fa.363	36	4	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	49.8304134961	1.01718	1163	0.900171061169	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
maxbinned_coassembly.fa.364	5	2	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	58.5287393698	0.602762	386	0.964412156042	11	88	44.2282294983	7.81376598976	2.42188205682	2.19213346454	2142.11363636	1851.65080175
maxbinned_coassembly.fa.365	2	0	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	38.4407459235	2.163868	1893	0.943615784327	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
maxbinned_coassembly.fa.366	4	0	UID2981	k__Bacteria	p__Cloacimonetes;c__Candidatus_Cloacamonas;o__Candidatus_Cloacamonas;f__Candidatus_Cloacamonas;g__Candidatus_Cloacamonas;s__Candidatus_Cloacamonas_acidaminovorans	35.91397462	1.831599	2387	0.921932693783	11	2	42.9626862761	5.0891583566	3.0447275	0.7979075	2528.5	659.5
maxbinned_coassembly.fa.367	16	10	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	33.7859033925	1.380928	1995	0.895077802753	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
maxbinned_coassembly.fa.368	2	3	UID3199	k__Bacteria;p__Acidobacteria	c__Holophagae;o__Holophagales;f__Holophagaceae	49.4317974476	1.068721	1498	0.872247293728	11	16	59.4849084443	3.00051550587	5.63761075	1.51375596036	4810.8125	1191.24720455
maxbinned_coassembly.fa.369	39	0	UID1	k__Bacteria (root)	k__Bacteria	46.1923542387	0.932072	1006	0.860112738072	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.370	9	5	UID2329	k__Bacteria	p__Tenericutes;c__Mollicutes	42.5628847845	1.137	1372	0.914138962181	11	174	29.3511519692	4.74536573391	1.46226449425	0.950537413827	1377.33908046	1002.10203496
maxbinned_coassembly.fa.371	0	0	NA	NA	unresolved	49.2738846119	1.138662	1416	0.917936139083	11	NA	NA	NA	NA	NA	NA	NA
maxbinned_coassembly.fa.372	2	0	UID2592	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	f__Chitinophagaceae	40.4986885466	1.78428	2460	0.893715672428	11	14	45.4040636882	3.40083210539	5.8808445	1.9914211778	4896.78571429	1460.52041501
maxbinned_coassembly.fa.373	17	3	UID3960	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	unresolved	52.7188597185	1.169185	1490	0.850839687475	11	12	53.4519151911	7.13225542818	3.14928658333	0.307394565639	3035.41666667	334.640966394
maxbinned_coassembly.fa.374	10	17	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	43.7057570478	1.118681	1635	0.874522763862	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
maxbinned_coassembly.fa.375	38	2	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	45.3298625015	1.785547	1954	0.866617344713	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
maxbinned_coassembly.fa.376	20	1	UID3217	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	unresolved	48.4574676397	1.274171	1414	0.878156856497	11	62	56.1284551379	8.30705690322	4.24122095161	0.949111478087	3829.01612903	789.75088951
maxbinned_coassembly.fa.377	34	1	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	44.4597049049	0.846778	926	0.852323749554	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
maxbinned_coassembly.fa.378	0	0	NA	NA	unresolved	58.4720504295	1.561151	1264	0.950203407614	11	NA	NA	NA	NA	NA	NA	NA
maxbinned_coassembly.fa.379	0	0	NA	NA	unresolved	40.4628473105	0.271407	295	0.899726241401	11	NA	NA	NA	NA	NA	NA	NA
maxbinned_coassembly.fa.380	11	25	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	46.2490086127	1.578596	2149	0.892084485201	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
maxbinned_coassembly.fa.381	0	0	NA	NA	unresolved	55.3065832899	0.282093	235	0.925999581698	11	NA	NA	NA	NA	NA	NA	NA
maxbinned_coassembly.fa.382	13	8	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	56.501766707	0.912998	1252	0.936517933227	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
maxbinned_coassembly.fa.383	3	0	UID2567	k__Bacteria	p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca	48.9986987413	1.616896	1782	0.932803346659	11	437	42.2586454603	6.79030286123	4.14570185126	1.51362052744	3610.01372998	1216.80246458
maxbinned_coassembly.fa.384	22	6	UID207	k__Bacteria	p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermodesulfobiaceae;g__Thermodesulfobium;s__Thermodesulfobium_narugense	42.0744500823	1.438897	1852	0.933046632247	11	3	33.854856506	0.0886942929174	1.904804	0.0428384824895	1913.0	40.4722126897
maxbinned_coassembly.fa.385	24	8	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	53.1382059148	1.617883	1725	0.895784800261	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
maxbinned_coassembly.fa.386	2	0	UID2612	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	g__Pedobacter;s__Pedobacter_oryzae	43.2611723694	2.013785	1465	0.964754430091	11	3	39.5946987195	2.31112510466	5.51392833333	2.1085115906	4903.0	1724.29251192
maxbinned_coassembly.fa.387	9	3	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	58.7164270555	0.809506	966	0.927211163351	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
maxbinned_coassembly.fa.388	4	5	UID1	k__Bacteria (root)	k__Bacteria	29.6767842082	2.708036	4131	0.876572911143	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.389	8	31	UID2567	k__Bacteria	p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca	42.4616137188	1.966588	2284	0.902890691899	11	437	42.2586454603	6.79030286123	4.14570185126	1.51362052744	3610.01372998	1216.80246458
maxbinned_coassembly.fa.390	11	21	UID1	k__Archaea (root)	k__Archaea	29.8024968457	2.365785	3599	0.90278068379	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.391	11	1	UID2142	k__Bacteria	p__Cyanobacteria	33.5969153463	1.531971	2068	0.896080931036	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
maxbinned_coassembly.fa.392	9	0	UID2497	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales	f__Leptospiraceae;g__Leptospira;s__Leptospira_meyeri	57.8227658135	1.244726	1226	0.945114025095	11	71	39.0230598592	10.4323269535	2.62922391549	1.02669207605	2463.4084507	939.69561415
maxbinned_coassembly.fa.393	7	0	UID1	k__Archaea (root)	k__Archaea	23.290274095	1.128368	1755	0.8805886023	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.394	6	32	UID2993	k__Bacteria	p__Chlamydiae;c__Chlamydiia;o__Chlamydiales	39.0721139607	1.380967	1575	0.882588070533	11	77	42.9388897508	7.08947795852	1.8711955974	1.6729307037	1670.83116883	1381.87024973
maxbinned_coassembly.fa.395	21	16	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	46.1752825198	0.8318	938	0.878090887233	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
maxbinned_coassembly.fa.396	29	8	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	40.5941560554	1.014178	1258	0.928511563059	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
maxbinned_coassembly.fa.397	30	2	UID1	k__Bacteria (root)	k__Bacteria	52.7965909744	0.852091	1005	0.904205067299	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.398	3	1	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	35.8300509888	0.593072	626	0.900528097769	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
maxbinned_coassembly.fa.399	26	2	UID1	k__Bacteria (root)	k__Bacteria	45.1404760615	1.125779	1518	0.924014393589	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.400	43	0	UID3158	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae	unresolved	40.3490450224	2.165967	2449	0.932260279127	11	5	38.2480464877	4.71766860317	2.4974222	0.327330592277	2522.6	324.89850723
maxbinned_coassembly.fa.401	34	4	UID2307	k__Bacteria	p__Chloroflexi	45.2124634782	1.274925	1458	0.911991685785	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
maxbinned_coassembly.fa.402	12	14	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	48.0375247396	1.194945	1302	0.881393704313	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
maxbinned_coassembly.fa.403	18	5	UID2502	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales	f__Spirochaetaceae	36.0088303582	0.394095	474	0.922358822111	11	66	38.831279651	10.6533604201	2.51039843939	0.965063485649	2344.34848485	864.558172192
maxbinned_coassembly.fa.404	1	0	UID3047	k__Bacteria	p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis_vadensis	54.0267291676	1.515498	1401	0.94262546041	11	13	57.5577008374	5.62263534464	4.93147930769	2.10484696641	4236.38461538	1609.1957159
maxbinned_coassembly.fa.405	33	8	UID1	k__Archaea (root)	k__Archaea	40.9671471468	1.308136	1893	0.915942990637	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.406	20	2	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	34.574207721	0.590417	719	0.902736540445	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
maxbinned_coassembly.fa.407	31	7	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	45.3929204821	1.008741	1045	0.906254430027	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
maxbinned_coassembly.fa.408	0	0	NA	NA	unresolved	44.4162217491	1.401945	1167	0.955702256508	11	NA	NA	NA	NA	NA	NA	NA
maxbinned_coassembly.fa.409	17	16	UID1	k__Bacteria (root)	k__Bacteria	42.5367036611	1.524916	1904	0.921439607165	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.410	42	0	UID2142	k__Bacteria	p__Cyanobacteria	52.5688467546	1.757345	1667	0.946450469316	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
maxbinned_coassembly.fa.411	37	2	UID2329	k__Bacteria	p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	41.7547430348	0.848033	919	0.904543809026	11	174	29.3511519692	4.74536573391	1.46226449425	0.950537413827	1377.33908046	1002.10203496
maxbinned_coassembly.fa.412	28	11	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	55.9774823338	0.874691	1058	0.932316669544	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
maxbinned_coassembly.fa.413	8	0	UID1	k__Archaea (root)	k__Archaea	31.2896416571	0.595491	641	0.866703275112	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.414	13	4	UID2982	k__Bacteria	unresolved	43.9129365124	1.42264	2182	0.910281589158	11	88	44.2282294983	7.81376598976	2.42188205682	2.19213346454	2142.11363636	1851.65080175
maxbinned_coassembly.fa.415	40	0	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	58.3654591991	1.548337	1448	0.90127730591	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
maxbinned_coassembly.fa.416	9	4	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	41.3775806679	0.931009	1233	0.929728928507	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
maxbinned_coassembly.fa.417	39	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	47.2707412965	0.925581	959	0.911161745974	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
maxbinned_coassembly.fa.418	15	18	UID1	k__Bacteria (root)	k__Bacteria	42.5384948581	1.170481	1524	0.88667308568	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.419	36	7	UID3047	k__Bacteria	p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis_vadensis	48.6229356752	3.656583	3289	0.885627100492	11	13	57.5577008374	5.62263534464	4.93147930769	2.10484696641	4236.38461538	1609.1957159
maxbinned_coassembly.fa.420	0	0	NA	NA	unresolved	48.3312269433	1.093498	760	0.975084545193	11	NA	NA	NA	NA	NA	NA	NA
maxbinned_coassembly.fa.421	28	8	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	47.2227513271	1.086741	1368	0.939715166723	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
maxbinned_coassembly.fa.422	0	0	NA	NA	unresolved	37.6545515454	0.259703	266	0.877252091813	11	NA	NA	NA	NA	NA	NA	NA
maxbinned_coassembly.fa.423	12	15	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	42.4580437056	1.326559	1584	0.905034001503	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
maxbinned_coassembly.fa.424	41	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	47.7732224889	1.238853	1158	0.880390167356	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
maxbinned_coassembly.fa.425	8	17	UID2329	k__Bacteria	p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	46.3901272154	0.864518	847	0.869425506467	11	174	29.3511519692	4.74536573391	1.46226449425	0.950537413827	1377.33908046	1002.10203496
maxbinned_coassembly.fa.426	15	22	UID2142	k__Bacteria	p__Cyanobacteria	47.0112409823	1.752249	2158	0.936006811817	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
maxbinned_coassembly.fa.427	39	1	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	45.8684329622	0.903737	890	0.888032690927	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
maxbinned_coassembly.fa.428	25	4	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	45.9051411332	0.999021	1153	0.894480696602	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
maxbinned_coassembly.fa.429	30	8	UID2572	k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	f__Ignavibacteriaceae;g__Ignavibacterium;s__Ignavibacterium_album	37.1476214248	3.002701	3023	0.918173670972	11	2	37.6306212631	3.69749696697	3.4797055	0.1792915	3072.5	170.5
maxbinned_coassembly.fa.430	27	15	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	48.2990099777	2.374088	2573	0.9552211207	11	88	44.2282294983	7.81376598976	2.42188205682	2.19213346454	2142.11363636	1851.65080175
maxbinned_coassembly.fa.431	5	0	UID2620	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae;g__Paludibacter;s__Paludibacter_propionicigenes	34.972119907	1.549134	1626	0.860144441991	11	2	40.8770503325	2.02038378158	2.8995215	0.7859825	2511.5	606.5
maxbinned_coassembly.fa.432	25	13	UID1	k__Bacteria (root)	k__Bacteria	45.0572243036	1.558254	1947	0.89549585626	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.433	33	10	UID1	k__Archaea (root)	k__Archaea	35.9824237255	1.628559	1820	0.922069756146	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.434	27	5	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	54.5852327301	1.180638	1580	0.904645623807	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
maxbinned_coassembly.fa.435	4	0	UID3303	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	unresolved	51.1488470855	1.204686	1708	0.902362939388	11	648	56.2313407342	11.7667834104	4.32266758025	2.09073779431	4167.79166667	2031.55282201
maxbinned_coassembly.fa.436	12	1	UID2571	k__Bacteria	p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	47.2995757608	2.441783	2457	0.936776527644	11	14	49.3214646142	6.40690458662	2.7543095	0.465463349511	2529.92857143	379.490723449
maxbinned_coassembly.fa.437	30	3	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	40.9367439547	1.302832	1511	0.878955997396	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
maxbinned_coassembly.fa.438	15	22	UID2307	k__Bacteria	p__Chloroflexi	37.2175058477	1.032455	1105	0.898481774024	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
maxbinned_coassembly.fa.439	34	3	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	40.9949336584	1.131191	1192	0.870540872408	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
maxbinned_coassembly.fa.440	24	3	UID1	k__Archaea (root)	k__Archaea	38.0706345741	0.682442	1063	0.919747026121	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.441	6	11	UID3961	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	o__Gallionellales;f__Gallionellaceae;g__Gallionella;s__Gallionella_capsiferriformans	51.0148416542	2.376824	3049	0.901368380663	11	2	55.1482830719	2.39345939129	3.0830635	0.0794075	3027.5	21.5
maxbinned_coassembly.fa.442	24	2	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	45.6994223435	1.039372	1381	0.919273368919	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
maxbinned_coassembly.fa.443	41	0	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	63.0583539403	3.762488	2834	0.929714327328	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
maxbinned_coassembly.fa.444	32	4	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	40.026316563	1.292722	1350	0.864731164164	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
maxbinned_coassembly.fa.445	16	6	UID4191	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylotenera	s__Methylotenera_mobilis	45.9090146753	2.045143	2801	0.904834527463	11	5	42.9110133327	1.33522721726	2.7248188	0.1886545957	2579.0	176.195346136
maxbinned_coassembly.fa.446	42	0	UID207	k__Bacteria	p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermodesulfobiaceae;g__Thermodesulfobium;s__Thermodesulfobium_narugense	44.4343327905	1.419704	1557	0.956228904053	11	3	33.854856506	0.0886942929174	1.904804	0.0428384824895	1913.0	40.4722126897
maxbinned_coassembly.fa.447	1	0	UID2803	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	o__Prolixibacter;f__Prolixibacter;g__Prolixibacter;s__Prolixibacter_bellariivorans	39.5751402231	0.124088	118	0.880810392625	11	5	43.0463356489	1.51522193902	4.557842	0.468792831839	3826.4	372.683565508
maxbinned_coassembly.fa.448	0	0	NA	NA	unresolved	40.0941644243	0.374239	571	0.898909520387	11	NA	NA	NA	NA	NA	NA	NA
maxbinned_coassembly.fa.449	14	1	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	56.0150466265	0.66593	887	0.890071028486	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
maxbinned_coassembly.fa.450	40	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	38.9511634912	1.06232	1012	0.892508848558	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
maxbinned_coassembly.fa.451	1	0	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	55.2734551489	0.730394	651	0.891910393568	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
maxbinned_coassembly.fa.452	41	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	48.454341005	0.814604	784	0.903240101939	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
maxbinned_coassembly.fa.453	11	1	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	40.934354875	1.984321	2550	0.913253954375	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
maxbinned_coassembly.fa.454	3	0	UID2571	k__Bacteria	p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	42.4796978841	1.857565	1705	0.936620791197	11	14	49.3214646142	6.40690458662	2.7543095	0.465463349511	2529.92857143	379.490723449
maxbinned_coassembly.fa.455	21	17	UID2540	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	unresolved	51.9097742164	1.232109	1379	0.928142721139	11	28	44.119640061	5.91094745533	2.70574825	0.725684598615	2524.21428571	642.584811364
maxbinned_coassembly.fa.456	39	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	42.2680661628	1.323524	1366	0.870847071908	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
maxbinned_coassembly.fa.457	20	21	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	37.6328070124	1.902008	2178	0.892109812367	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
